id,name,primary_attr,attack_type,roles,img,icon,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,cm_enabled,legs,day_vision,night_vision,localized_name,1_pick,1_win,2_pick,2_win,3_pick,3_win,4_pick,4_win,5_pick,5_win,6_pick,6_win,7_pick,7_win,8_pick,8_win,turbo_picks,turbo_picks_trend,turbo_wins,turbo_wins_trend,pro_pick,pro_win,pro_ban,pub_pick,pub_pick_trend,pub_win,pub_win_trend
77,lycan,str,Melee,"['Carry', 'Pusher', 'Durable', 'Escape']",/apps/dota2/images/dota_react/heroes/lycan.png?,/apps/dota2/images/dota_react/heroes/icons/lycan.png?,120,0.25,75,0.0,0,25,24,29,26,18,23,3.4,1.7,1.7,150,900,1.7,110,0.55,305,True,2,1800,800,Lycan,2692,1222,6532,2966,7413,3384,6522,2861,4674,2110,2765,1301,1553,783,1021,475,24661,"[3421, 3436, 3599, 3776, 4349, 4264, 1816]",11776,"[1616, 1675, 1665, 1808, 2120, 2023, 869]",48,22,46,39281,"[5404, 5458, 5637, 5945, 6803, 6992, 3042]",18068,"[2527, 2483, 2620, 2737, 3072, 3207, 1422]"
78,brewmaster,all,Melee,"['Carry', 'Initiator', 'Durable', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/brewmaster.png?,/apps/dota2/images/dota_react/heroes/icons/brewmaster.png?,120,0.5,75,0.0,0,25,26,33,23,19,17,3.7,2.0,1.6,150,900,1.7,100,0.35,310,True,2,1800,800,Brewmaster,1428,634,3161,1479,3670,1698,3614,1687,3310,1599,2253,1042,1614,766,1064,528,15467,"[2090, 2188, 2173, 2409, 2689, 2743, 1175]",6933,"[954, 981, 945, 1077, 1188, 1249, 539]",56,21,71,25808,"[3616, 3705, 3690, 3799, 4356, 4657, 1985]",12147,"[1709, 1755, 1728, 1762, 2064, 2206, 923]"
79,shadow_demon,int,Ranged,"['Support', 'Disabler', 'Initiator', 'Nuker']",/apps/dota2/images/dota_react/heroes/shadow_demon.png?,/apps/dota2/images/dota_react/heroes/icons/shadow_demon.png?,120,0.25,75,0.0,0,25,29,33,23,18,22,2.6,2.2,3.6,500,900,1.7,100,0.35,290,True,2,1800,800,Shadow Demon,2665,1160,7117,3263,10084,4754,11931,5737,10161,4910,7268,3484,5018,2458,2785,1366,25644,"[3554, 3616, 3548, 3940, 4493, 4692, 1801]",11619,"[1627, 1644, 1616, 1743, 2058, 2108, 823]",129,51,96,62676,"[8577, 8789, 8898, 9361, 11024, 11091, 4936]",29758,"[4072, 4110, 4231, 4436, 5285, 5209, 2415]"
80,lone_druid,agi,Ranged,"['Carry', 'Pusher', 'Durable']",/apps/dota2/images/dota_react/heroes/lone_druid.png?,/apps/dota2/images/dota_react/heroes/icons/lone_druid.png?,120,0.25,75,0.0,0,25,18,22,18,20,13,2.5,2.8,1.4,550,900,1.6,100,0.33,325,True,2,1800,800,Lone Druid,3136,1571,6794,3283,7957,4012,7625,3884,6164,3188,4252,2134,2917,1508,1651,838,19430,"[2676, 2822, 2677, 2943, 3334, 3446, 1532]",7953,"[1089, 1157, 1135, 1214, 1356, 1382, 620]",49,22,87,45992,"[6269, 6569, 6408, 7065, 7733, 8258, 3690]",23077,"[3121, 3363, 3230, 3506, 3863, 4146, 1848]"
81,chaos_knight,str,Melee,"['Carry', 'Disabler', 'Durable', 'Pusher', 'Initiator']",/apps/dota2/images/dota_react/heroes/chaos_knight.png?,/apps/dota2/images/dota_react/heroes/icons/chaos_knight.png?,120,0.25,75,0.0,2,25,24,54,24,18,18,3.1,1.8,1.2,150,900,1.7,100,0.5,325,True,2,1800,800,Chaos Knight,12599,6495,29296,14983,30985,15658,26158,13042,17839,8853,10119,5043,5553,2739,2232,1071,65872,"[9017, 9048, 8977, 9894, 11457, 12385, 5094]",35410,"[4879, 4884, 4825, 5260, 6229, 6644, 2689]",110,46,37,152982,"[20620, 21094, 20774, 22598, 26248, 28816, 12832]",77380,"[10578, 10662, 10485, 11414, 13337, 14481, 6423]"
82,meepo,agi,Melee,"['Carry', 'Escape', 'Nuker', 'Disabler', 'Initiator', 'Pusher']",/apps/dota2/images/dota_react/heroes/meepo.png?,/apps/dota2/images/dota_react/heroes/icons/meepo.png?,120,0.25,75,0.25,4,25,29,35,24,17,18,2.2,2.1,1.9,150,900,1.7,100,0.38,320,True,2,1800,800,Meepo,4858,2399,9960,4994,10417,5369,9885,5135,7303,3803,5196,2722,3604,1973,2626,1473,39964,"[5557, 5668, 5597, 6297, 6884, 6889, 3072]",18838,"[2598, 2663, 2690, 3043, 3244, 3187, 1413]",60,28,81,61391,"[8632, 8789, 8889, 9383, 10605, 10557, 4536]",31664,"[4473, 4518, 4595, 4887, 5436, 5409, 2346]"
83,treant,str,Melee,"['Support', 'Initiator', 'Durable', 'Disabler', 'Escape']",/apps/dota2/images/dota_react/heroes/treant.png?,/apps/dota2/images/dota_react/heroes/icons/treant.png?,120,0.25,75,0.25,-1,25,60,68,25,15,20,3.4,1.8,1.8,150,900,1.9,100,0.6,280,True,2,1800,800,Treant Protector,6389,3162,17178,8432,20671,9918,18633,8899,13576,6556,8075,3907,4528,2145,2285,1131,55967,"[7803, 8000, 7827, 8237, 9628, 10358, 4114]",25891,"[3591, 3751, 3590, 3838, 4438, 4807, 1876]",61,29,23,101409,"[14514, 14373, 14341, 14803, 17507, 18238, 7633]",49035,"[7043, 6853, 6962, 7162, 8465, 8843, 3707]"
84,ogre_magi,str,Melee,"['Support', 'Nuker', 'Disabler', 'Durable', 'Initiator']",/apps/dota2/images/dota_react/heroes/ogre_magi.png?,/apps/dota2/images/dota_react/heroes/icons/ogre_magi.png?,120,1.5,120,0.0,4,25,44,50,23,14,0,4.2,1.5,0.0,150,900,1.7,100,0.3,290,True,2,1800,800,Ogre Magi,29811,15278,86335,43899,108012,54328,101472,50768,73147,36330,42333,20956,22835,11369,9880,4885,273942,"[37558, 38587, 38267, 41539, 48194, 49332, 20465]",142124,"[19482, 20047, 19728, 21519, 25032, 25642, 10674]",339,169,48,513317,"[70744, 72670, 72127, 76112, 89058, 91732, 40874]",258122,"[35755, 36733, 36224, 38235, 44855, 45968, 20352]"
85,undying,str,Melee,"['Support', 'Durable', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/undying.png?,/apps/dota2/images/dota_react/heroes/icons/undying.png?,120,-0.25,75,0.25,1,25,31,39,22,10,27,2.4,1.2,2.8,150,900,1.7,100,0.3,300,True,2,1800,800,Undying,14214,7209,41312,20985,52559,27130,49866,25841,37401,19522,23260,12076,14127,7255,7045,3601,94122,"[13051, 13318, 12948, 14394, 16661, 17096, 6654]",48892,"[6732, 7004, 6719, 7351, 8640, 8987, 3459]",234,115,106,258096,"[35564, 35841, 36112, 38709, 45677, 46431, 19762]",133113,"[18228, 18424, 18609, 19847, 23715, 24148, 10142]"
86,rubick,int,Ranged,"['Support', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/rubick.png?,/apps/dota2/images/dota_react/heroes/icons/rubick.png?,120,0.25,75,0.5,1,25,25,31,21,23,24,2.0,2.5,3.7,550,1125,1.7,100,0.4,290,True,2,1800,800,Rubick,17480,8135,59220,27782,93731,44628,110832,53047,98551,47598,69480,33952,44057,21442,23691,11561,282383,"[38661, 40618, 39916, 42635, 49090, 50592, 20871]",135080,"[18553, 19481, 19026, 20320, 23365, 24180, 10155]",606,291,363,544354,"[75581, 77309, 77407, 81436, 93369, 96896, 42356]",261210,"[36552, 36955, 36952, 39042, 44867, 46683, 20159]"
87,disruptor,int,Ranged,"['Support', 'Disabler', 'Nuker', 'Initiator']",/apps/dota2/images/dota_react/heroes/disruptor.png?,/apps/dota2/images/dota_react/heroes/icons/disruptor.png?,120,0.25,75,0.0,0,25,27,31,21,15,20,2.4,1.4,2.9,625,1200,1.7,100,0.4,295,True,2,1800,800,Disruptor,6559,3251,23210,11643,36722,18602,42691,21848,38649,20135,27813,14371,18672,9702,10892,5693,54040,"[7228, 7389, 7418, 8104, 9667, 10056, 4178]",26399,"[3562, 3584, 3635, 3977, 4699, 4908, 2034]",221,117,108,218689,"[29633, 30601, 30438, 32409, 37784, 40005, 17819]",112157,"[15118, 15776, 15631, 16556, 19439, 20459, 9178]"
88,nyx_assassin,all,Melee,"['Disabler', 'Nuker', 'Initiator', 'Escape']",/apps/dota2/images/dota_react/heroes/nyx_assassin.png?,/apps/dota2/images/dota_react/heroes/icons/nyx_assassin.png?,120,2.0,75,0.0,1,25,26,30,17,18,21,2.7,2.9,2.6,150,900,1.7,100,0.46,310,True,6,1800,800,Nyx Assassin,7915,3958,22755,11380,29653,14926,29374,14700,22439,11186,13599,6814,7571,3745,3538,1827,76999,"[10565, 10818, 10776, 11744, 13520, 13819, 5757]",37681,"[5114, 5274, 5240, 5768, 6626, 6843, 2816]",87,40,172,151070,"[21134, 21047, 21358, 22541, 26506, 26852, 11632]",75694,"[10578, 10584, 10808, 11229, 13184, 13477, 5834]"
89,naga_siren,agi,Melee,"['Carry', 'Support', 'Pusher', 'Disabler', 'Initiator', 'Escape']",/apps/dota2/images/dota_react/heroes/naga_siren.png?,/apps/dota2/images/dota_react/heroes/icons/naga_siren.png?,120,1.0,75,0.0,1,25,23,25,21,21,21,2.4,3.3,2.0,150,900,1.7,110,0.5,330,True,0,1800,800,Naga Siren,5092,2481,9939,4586,8564,3814,5794,2468,3535,1534,2025,907,1081,476,533,245,36751,"[6012, 5386, 5142, 5507, 6058, 6129, 2517]",18262,"[3056, 2595, 2563, 2738, 2982, 3029, 1299]",31,15,30,44417,"[7140, 6617, 6423, 6456, 7104, 7520, 3157]",20415,"[3281, 3060, 2973, 2912, 3271, 3452, 1466]"
90,keeper_of_the_light,int,Ranged,"['Support', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/keeper_of_the_light.png?,/apps/dota2/images/dota_react/heroes/icons/keeper_of_the_light.png?,120,0.25,75,0.0,0,25,20,27,18,15,23,2.3,1.6,3.3,600,900,1.7,100,0.3,320,True,2,1800,800,Keeper of the Light,6019,2718,15192,6893,17278,8017,16363,7634,12143,5661,7679,3663,4827,2350,3021,1495,52850,"[6300, 7435, 8657, 8287, 9168, 9213, 3790]",22615,"[2730, 3151, 3649, 3531, 3951, 3886, 1717]",108,61,93,91906,"[12023, 12884, 13363, 14231, 16151, 16393, 6861]",42718,"[5669, 6076, 6180, 6570, 7415, 7679, 3129]"
91,wisp,all,Ranged,"['Support', 'Escape', 'Nuker']",/apps/dota2/images/dota_react/heroes/wisp.png?,/apps/dota2/images/dota_react/heroes/icons/wisp.png?,120,0.25,75,0.0,1,25,21,27,17,14,23,3.0,1.6,1.7,500,1200,1.7,100,0.3,320,True,0,1800,800,Io,5151,2582,13371,6673,16580,8274,15715,7854,12292,6182,8234,4148,5679,2899,3445,1787,51694,"[6993, 7405, 7262, 8099, 9292, 9057, 3586]",25641,"[3439, 3643, 3646, 3936, 4593, 4583, 1801]",74,32,98,88140,"[12208, 12764, 12539, 13562, 15584, 15536, 5947]",44118,"[6043, 6452, 6268, 6810, 7783, 7721, 3041]"
92,visage,all,Ranged,"['Support', 'Nuker', 'Durable', 'Disabler', 'Pusher']",/apps/dota2/images/dota_react/heroes/visage.png?,/apps/dota2/images/dota_react/heroes/icons/visage.png?,120,0.25,75,0.0,0,25,21,31,22,11,22,2.8,1.3,2.9,600,1400,1.7,110,0.4,285,True,2,1800,800,Visage,3435,1680,7977,3919,8736,4426,7785,3946,6116,3122,4697,2388,3685,1896,3082,1598,23315,"[3086, 3186, 3108, 3507, 4244, 4373, 1811]",10743,"[1422, 1500, 1434, 1554, 1934, 2096, 803]",67,27,154,50728,"[6981, 6968, 7015, 7515, 8979, 9301, 3969]",25427,"[3553, 3410, 3515, 3782, 4559, 4701, 1907]"
93,slark,agi,Melee,"['Carry', 'Escape', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/slark.png?,/apps/dota2/images/dota_react/heroes/icons/slark.png?,120,0.25,75,0.0,0,25,37,43,20,21,16,2.1,1.5,1.9,150,0,1.7,120,0.5,300,True,2,1800,1800,Slark,21215,11130,65437,33684,90390,45830,95817,48205,80390,40207,54729,27416,35519,17949,21560,10999,167255,"[22733, 23640, 23628, 25566, 29285, 29506, 12897]",85904,"[11598, 12191, 12241, 13148, 15009, 15113, 6604]",319,167,671,500329,"[70065, 71152, 71167, 74522, 85618, 87907, 39898]",253902,"[35534, 36266, 36168, 37715, 43384, 44537, 20298]"
94,medusa,agi,Ranged,"['Carry', 'Disabler', 'Durable']",/apps/dota2/images/dota_react/heroes/medusa.png?,/apps/dota2/images/dota_react/heroes/icons/medusa.png?,120,0.25,75,0.0,-1,25,26,32,0,22,25,0.0,3.6,3.6,600,1200,1.7,100,0.5,275,True,0,1800,800,Medusa,10599,5628,29440,15842,38286,20660,39402,21462,30552,16259,19637,10528,11336,5868,5589,2891,77277,"[10530, 10856, 10611, 11738, 13620, 14126, 5796]",45016,"[6140, 6340, 6140, 6831, 7991, 8211, 3363]",147,72,277,198612,"[27625, 28029, 27730, 29374, 35001, 35398, 15455]",106496,"[14701, 14982, 14987, 15830, 18859, 18939, 8198]"
95,troll_warlord,agi,Ranged,"['Carry', 'Pusher', 'Disabler', 'Durable']",/apps/dota2/images/dota_react/heroes/troll_warlord.png?,/apps/dota2/images/dota_react/heroes/icons/troll_warlord.png?,120,0.25,75,0.0,-1,25,27,35,21,23,13,2.5,3.3,1.0,500,1200,1.7,100,0.3,290,True,2,1800,800,Troll Warlord,12196,6430,22849,11883,23146,11968,20334,10340,15470,7838,9770,4911,5924,2929,3126,1523,71197,"[9886, 10297, 10029, 10678, 12326, 12681, 5300]",38289,"[5296, 5598, 5308, 5790, 6611, 6890, 2796]",113,58,101,132106,"[18424, 18924, 18747, 19798, 22801, 23421, 9991]",67679,"[9439, 9557, 9643, 10289, 11746, 11979, 5026]"
96,centaur,str,Melee,"['Durable', 'Initiator', 'Disabler', 'Nuker', 'Escape']",/apps/dota2/images/dota_react/heroes/centaur.png?,/apps/dota2/images/dota_react/heroes/icons/centaur.png?,120,3.0,75,0.0,-2,25,36,38,27,15,15,4.0,1.0,1.6,150,900,1.7,90,0.3,305,True,4,1800,800,Centaur Warrunner,7230,3756,21805,11134,30702,15573,31868,15942,24933,12249,15691,7565,9221,4484,4678,2306,53108,"[7334, 7412, 7272, 8132, 9469, 9613, 3876]",27921,"[3786, 3947, 3862, 4225, 4903, 5119, 2079]",206,110,86,158720,"[22154, 22134, 22165, 23713, 27788, 28716, 12050]",79584,"[11195, 11041, 11078, 12042, 13915, 14290, 6023]"
97,magnataur,all,Melee,"['Initiator', 'Disabler', 'Nuker', 'Escape']",/apps/dota2/images/dota_react/heroes/magnataur.png?,/apps/dota2/images/dota_react/heroes/icons/magnataur.png?,120,0.5,75,0.5,1,25,30,38,25,12,20,3.1,2.0,2.1,200,900,1.8,100,0.5,305,True,4,1800,800,Magnus,10846,5157,45300,21815,84071,41108,109697,54657,106007,53080,77808,38919,51611,25939,31728,16093,175337,"[23217, 24283, 24536, 27122, 31131, 31817, 13231]",82315,"[10969, 11432, 11457, 12614, 14711, 14911, 6221]",585,289,1038,539212,"[74832, 76328, 76732, 81367, 93117, 95377, 41459]",267887,"[37171, 38223, 37980, 40162, 46585, 47103, 20663]"
98,shredder,str,Melee,"['Nuker', 'Durable', 'Escape']",/apps/dota2/images/dota_react/heroes/shredder.png?,/apps/dota2/images/dota_react/heroes/icons/shredder.png?,120,0.25,75,0.5,0,25,23,27,26,16,23,3.5,1.6,2.7,150,900,1.7,100,0.36,285,True,2,1800,800,Timbersaw,8093,3748,19079,8618,23415,10642,24474,11243,20123,9025,14108,6389,9197,4161,5224,2384,51788,"[6691, 7135, 7197, 7725, 9152, 10321, 3567]",24252,"[3226, 3348, 3414, 3535, 4310, 4773, 1646]",172,81,178,137333,"[18948, 19195, 19526, 20597, 24032, 24816, 10219]",62566,"[8724, 8804, 8918, 9427, 10848, 11325, 4520]"
99,bristleback,str,Melee,"['Carry', 'Durable', 'Initiator', 'Nuker']",/apps/dota2/images/dota_react/heroes/bristleback.png?,/apps/dota2/images/dota_react/heroes/icons/bristleback.png?,120,1.0,75,0.4,1,25,31,37,22,17,14,2.7,1.8,2.8,150,900,1.8,100,0.3,295,True,2,1800,800,Bristleback,20466,10573,41469,20452,42280,20301,35176,16487,23714,10976,14521,6719,8493,3950,4870,2235,99609,"[13540, 14036, 13998, 15337, 17454, 17928, 7316]",52868,"[7174, 7575, 7463, 8126, 9159, 9545, 3826]",160,68,140,219220,"[30483, 31235, 30716, 32580, 38034, 39416, 16756]",106156,"[14580, 15114, 14870, 15692, 18515, 19280, 8105]"
100,tusk,str,Melee,"['Initiator', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/tusk.png?,/apps/dota2/images/dota_react/heroes/icons/tusk.png?,120,1.0,75,0.5,1,25,27,31,23,23,18,3.9,2.1,1.7,150,900,1.7,100,0.36,310,True,2,1800,800,Tusk,4571,2008,13174,5853,18856,8610,23076,10717,21709,10259,16593,8095,11816,5713,7911,3910,55665,"[7459, 7870, 7985, 8467, 9559, 10153, 4172]",24630,"[3302, 3449, 3579, 3700, 4227, 4525, 1848]",259,125,103,128188,"[18380, 18726, 18384, 19027, 21961, 22161, 9549]",59992,"[8593, 8895, 8481, 8817, 10292, 10404, 4510]"
101,skywrath_mage,int,Ranged,"['Support', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/skywrath_mage.png?,/apps/dota2/images/dota_react/heroes/icons/skywrath_mage.png?,120,0.25,75,0.25,-2,25,16,26,21,13,23,2.0,0.8,4.1,625,1000,1.7,90,0.4,325,True,2,1800,800,Skywrath Mage,14579,7390,37028,18676,42708,21088,37847,18357,27493,13370,16585,8067,9556,4616,4862,2368,106625,"[14309, 14931, 14832, 16294, 18950, 19651, 7658]",53366,"[7243, 7373, 7441, 8209, 9373, 9884, 3843]",123,52,85,211352,"[28760, 29548, 29829, 31555, 37063, 38496, 16101]",104253,"[14412, 14464, 14845, 15356, 18258, 19027, 7891]"
102,abaddon,all,Melee,"['Support', 'Carry', 'Durable']",/apps/dota2/images/dota_react/heroes/abaddon.png?,/apps/dota2/images/dota_react/heroes/icons/abaddon.png?,120,1.0,75,0.25,0,25,22,32,22,23,18,2.6,1.5,2.0,150,900,1.5,95,0.56,325,True,2,1800,800,Abaddon,15072,8345,47952,26467,72676,40145,83731,46130,72611,39928,51201,27803,35261,19159,22515,12015,90286,"[12176, 12430, 12464, 14190, 16257, 16293, 6476]",49757,"[6745, 6898, 6830, 7831, 8948, 8959, 3546]",413,224,1616,425542,"[58941, 59529, 59720, 64978, 74360, 75971, 32043]",233080,"[32246, 32523, 32637, 35578, 40874, 41705, 17517]"
103,elder_titan,str,Melee,"['Initiator', 'Disabler', 'Nuker', 'Durable']",/apps/dota2/images/dota_react/heroes/elder_titan.png?,/apps/dota2/images/dota_react/heroes/icons/elder_titan.png?,120,0.75,75,0.25,0,25,23,33,26,16,23,3.0,1.8,1.6,150,900,1.7,100,0.35,310,True,2,1800,800,Elder Titan,2690,1362,6234,3065,7096,3527,6956,3561,5999,3156,4327,2298,3692,2037,2700,1459,27450,"[3873, 3866, 3976, 4192, 4755, 4850, 1938]",13841,"[1982, 1958, 1995, 2155, 2405, 2380, 966]",69,39,45,45338,"[6406, 6792, 6410, 6882, 7881, 7701, 3266]",23088,"[3209, 3418, 3272, 3512, 4032, 3986, 1659]"
104,legion_commander,str,Melee,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",/apps/dota2/images/dota_react/heroes/legion_commander.png?,/apps/dota2/images/dota_react/heroes/icons/legion_commander.png?,120,0.25,75,0.0,0,25,33,37,24,18,20,3.1,1.7,2.2,150,900,1.7,100,0.46,325,True,2,1800,800,Legion Commander,25994,13599,76045,39350,99652,51441,99497,51192,77632,40191,49472,25534,29364,15007,14523,7391,132957,"[18045, 18777, 18624, 20205, 23037, 24060, 10209]",63031,"[8461, 8961, 9006, 9517, 10854, 11416, 4816]",311,157,220,510375,"[70650, 72707, 72139, 75772, 87685, 91553, 39869]",263550,"[36654, 37586, 37184, 39163, 45219, 47144, 20600]"
105,techies,all,Ranged,"['Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/techies.png?,/apps/dota2/images/dota_react/heroes/icons/techies.png?,120,1.0,75,1.0,2,25,20,22,19,14,25,2.6,1.8,2.8,600,900,1.7,90,0.5,300,True,6,1800,800,Techies,15971,7776,39780,19021,48474,22993,46256,21673,34129,15771,20305,9332,11149,5127,5265,2402,129360,"[17761, 18294, 18148, 19738, 22712, 23213, 9494]",56680,"[7779, 7970, 7861, 8699, 9979, 10117, 4275]",160,68,119,242245,"[33908, 34485, 34320, 36581, 41433, 43199, 18319]",114178,"[15913, 16292, 16189, 17308, 19337, 20378, 8761]"
106,ember_spirit,agi,Melee,"['Carry', 'Escape', 'Nuker', 'Disabler', 'Initiator']",/apps/dota2/images/dota_react/heroes/ember_spirit.png?,/apps/dota2/images/dota_react/heroes/icons/ember_spirit.png?,120,0.5,75,0.0,0,25,33,37,22,22,20,2.6,3.2,2.2,150,900,1.7,100,0.4,300,True,2,1800,800,Ember Spirit,7902,3716,26481,12765,43257,21115,53582,26738,52993,26677,40213,20289,28031,14198,18681,9538,78093,"[10951, 11147, 11014, 11939, 13690, 13600, 5752]",36680,"[5112, 5095, 5241, 5645, 6460, 6443, 2684]",477,241,670,285953,"[41240, 41327, 40603, 42558, 49113, 49269, 21843]",142098,"[20469, 20649, 20140, 21336, 24282, 24290, 10932]"
107,earth_spirit,str,Melee,"['Nuker', 'Escape', 'Disabler', 'Initiator', 'Durable']",/apps/dota2/images/dota_react/heroes/earth_spirit.png?,/apps/dota2/images/dota_react/heroes/icons/earth_spirit.png?,120,1.0,75,0.0,0,25,25,35,22,17,18,3.8,2.4,2.1,150,900,1.7,100,0.35,290,True,2,1800,800,Earth Spirit,2259,999,6641,2995,10248,4794,11905,5551,10755,5049,7660,3704,4917,2379,2721,1323,34694,"[4759, 4874, 4859, 5291, 6035, 6350, 2526]",15310,"[2116, 2150, 2147, 2298, 2690, 2814, 1095]",77,41,47,61870,"[8640, 8730, 8758, 9398, 10817, 10873, 4654]",28984,"[4054, 4081, 4098, 4365, 5139, 5061, 2186]"
108,abyssal_underlord,str,Melee,"['Support', 'Nuker', 'Disabler', 'Durable', 'Escape']",/apps/dota2/images/dota_react/heroes/abyssal_underlord.png?,/apps/dota2/images/dota_react/heroes/icons/abyssal_underlord.png?,120,0.25,75,0.0,3,25,37,43,25,12,17,3.0,1.6,2.3,200,900,1.7,100,0.45,290,True,2,1800,800,Underlord,4604,2386,12258,6117,17449,8673,19193,9521,16189,7877,10842,5348,6996,3412,3532,1626,43546,"[5705, 6013, 5923, 6730, 7728, 8019, 3428]",22543,"[2893, 3141, 3080, 3490, 4035, 4163, 1741]",148,73,81,98762,"[13073, 13671, 13631, 14609, 17676, 18075, 8027]",48866,"[6458, 6769, 6768, 7207, 8734, 8995, 3935]"
109,terrorblade,agi,Melee,"['Carry', 'Pusher', 'Nuker']",/apps/dota2/images/dota_react/heroes/terrorblade.png?,/apps/dota2/images/dota_react/heroes/icons/terrorblade.png?,120,1.5,75,0.0,5,25,28,34,18,22,19,2.0,4.0,1.6,150,900,1.5,110,0.3,315,True,2,1800,800,Terrorblade,7513,3697,18148,8580,20389,9475,20545,9514,17246,7926,12909,6103,10402,4984,9802,4679,55509,"[7690, 7890, 8105, 8589, 9551, 9658, 4026]",26265,"[3611, 3697, 3856, 4120, 4516, 4545, 1920]",265,141,215,128880,"[18889, 18761, 18586, 19413, 21932, 21813, 9486]",60775,"[8855, 8871, 8798, 9176, 10267, 10287, 4521]"
110,phoenix,str,Ranged,"['Support', 'Nuker', 'Initiator', 'Escape', 'Disabler']",/apps/dota2/images/dota_react/heroes/phoenix.png?,/apps/dota2/images/dota_react/heroes/icons/phoenix.png?,120,2.0,75,0.0,-1,25,21,31,23,12,16,3.3,1.5,1.8,525,1100,1.7,100,0.35,280,True,2,1800,800,Phoenix,3976,1870,14379,7182,23285,11683,27831,14027,25282,12784,18711,9462,13882,6929,9129,4544,44450,"[6153, 6169, 6165, 6714, 8110, 8012, 3127]",21774,"[3018, 3065, 2969, 3223, 3991, 3926, 1582]",279,136,252,144917,"[20380, 20488, 20590, 21530, 25291, 25917, 10721]",72574,"[10249, 10280, 10239, 10864, 12641, 12938, 5363]"
111,oracle,int,Ranged,"['Support', 'Nuker', 'Disabler', 'Escape']",/apps/dota2/images/dota_react/heroes/oracle.png?,/apps/dota2/images/dota_react/heroes/icons/oracle.png?,120,0.25,75,0.5,1,25,13,19,20,15,26,2.4,1.7,3.6,620,900,1.7,100,0.3,295,True,2,1800,800,Oracle,4162,2037,12505,6299,19400,9972,23337,12198,21134,11208,14984,8068,9913,5244,5698,2968,51062,"[6931, 7260, 7106, 7888, 8991, 9248, 3638]",26537,"[3606, 3734, 3735, 4088, 4640, 4838, 1896]",129,69,135,118077,"[16183, 16763, 16477, 17678, 20859, 21252, 8865]",61462,"[8400, 8837, 8495, 9144, 10877, 11107, 4602]"
112,winter_wyvern,int,Ranged,"['Support', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/winter_wyvern.png?,/apps/dota2/images/dota_react/heroes/icons/winter_wyvern.png?,120,0.25,75,0.5,1,25,14,21,22,16,26,2.5,1.7,3.6,425,700,1.7,100,0.25,285,True,2,1800,1200,Winter Wyvern,8776,4512,28410,14838,39442,20249,42664,21916,35631,18411,24607,12716,17298,9094,10966,5868,67016,"[9574, 9681, 9271, 10093, 11475, 12199, 4723]",34018,"[4812, 4908, 4706, 5117, 5764, 6267, 2444]",202,100,264,220901,"[32349, 31690, 31044, 32716, 37828, 39072, 16202]",114176,"[16516, 16350, 15965, 16967, 19467, 20437, 8474]"
113,arc_warden,all,Ranged,"['Carry', 'Escape', 'Nuker']",/apps/dota2/images/dota_react/heroes/arc_warden.png?,/apps/dota2/images/dota_react/heroes/icons/arc_warden.png?,120,0.25,75,0.0,0,25,23,29,20,20,24,2.4,3.0,2.6,625,900,1.7,100,0.3,285,True,2,1800,800,Arc Warden,4728,2217,11376,5465,12519,6011,11267,5495,8683,4277,5551,2715,3545,1731,1893,916,45153,"[6020, 6247, 6698, 6865, 7748, 7867, 3708]",20406,"[2755, 2835, 2976, 3055, 3515, 3641, 1629]",50,21,124,67821,"[9188, 9533, 9680, 10300, 11832, 12204, 5084]",32576,"[4411, 4614, 4697, 4889, 5722, 5840, 2403]"
114,monkey_king,agi,Melee,"['Carry', 'Escape', 'Disabler', 'Initiator']",/apps/dota2/images/dota_react/heroes/monkey_king.png?,/apps/dota2/images/dota_react/heroes/icons/monkey_king.png?,120,1.0,75,0.0,2,25,29,33,19,24,20,2.8,3.7,1.8,300,900,1.7,100,0.45,300,True,2,1800,800,Monkey King,14670,6888,37389,17185,47475,22011,50534,23794,44267,21240,31256,15200,21664,10714,14831,7588,120678,"[16103, 16631, 17124, 18248, 21260, 21989, 9323]",57423,"[7642, 7953, 8229, 8589, 10050, 10481, 4479]",370,195,512,286685,"[39017, 40586, 40930, 43127, 49131, 50803, 23091]",136229,"[18656, 19305, 19578, 20372, 23421, 23954, 10943]"
